child_lei,child_name,child_country,parent_lei,parent_name
529900A6KXIFZYVGEF38,DB UK HOLDINGS LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
25490058HC8QF7RJ3827,DB PWM SICAV,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900S5CWLHLLFODR80,UniCredit Leasing GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900S1A96YDD1JGH51,DBRMSGP1,KY,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
635400C7L8C5RGY8VK81,Mediolanum International Life Designated Activity Company,IE,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
529900N18TNY5GGROH52,Quint Z Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900UG56KYKECM6Q19,DEUTSCHE COLOMBIA S A S EN LIQUIDACION,CO,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900CI6MHV0H675228,North American Income Fund Public Limited Company,IE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493007R0TMUUHXERD78,OPAK OPTIK SANAYI VE TICARET ANONIM SIRKETI,TR,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900RE3U5ROGOTXH62,"PGI COINVEST I, L.P.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900A7Z0V6PFMTJP60,Eurolease RAMSES Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300JDEB2OPC0A5F18,TWENTY NINE CAPITAL PARTNERS LIMITED PARTNERSHIP,GB,549300MKFYEKVRWML317,UNILEVER PLC
5299002NC6XQ4TP2EC59,Betriebs-Center für Banken AG,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900T860I1EGF4AB55,Schoellerbank Invest AG,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300YFQIZT24ZPT137,CORPORATE III - UNITY,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900IAWC89VMVDWH58,FINN Arsenal Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300B6P0UZZLGKE796,ESSILORLUXOTTICA USA INC.,US,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900LMTI8YSE62EI88,Austrian Airlines AG,AT,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
7D9EHZL14BBPJWTN6S08,BHW Bausparkasse Aktiengesellschaft,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900BXGKZA0NQ00X83,BA Betriebsobjekte GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300SWZPWJ6VCGG628,UNILEVER GHANA LIMITED,GH,549300MKFYEKVRWML317,UNILEVER PLC
549300FYWDCTXXZQJQ90,UNILEVER ANDINA PERU S.A.,PE,549300MKFYEKVRWML317,UNILEVER PLC
5493001420Q57WID6217,LAKME LEVER PRIVATE LIMITED,IN,549300MKFYEKVRWML317,UNILEVER PLC
213800D1UR2GH2H74Y16,FMC LEASING INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300U7G18WDOTDJE77,ESSILOR ITALIA SOCIETA' PER AZIONI,IT,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900E2KUUI0H5RT825,DB HR Solutions GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
097900BFBW0000007680,"UniCredit Leasing Slovakia, a.s.",SK,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900LHOWX8W5SFFF95,DB Boracay LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900D90NAWLSQNTI12,Deutsche Securities Asia Limited,HK,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900MWGOF8PJ3ROR27,Kutra Grundstücksverwaltungs-Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493002PWZF94U45O726,APOLLO-OPTIK HOLDING GMBH & CO. KG,DE,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900V9M5N0BGGB2Z36,WealthCap PEIA Management GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900JFVQC0P8BAQO25,PRIVATE EQUITY SELECT COMPANY S.àr.l.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900DD5SKKGUNXWV81,"DB Strategic Advisors, Inc.",PH,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300F5MGXJMIQJJT30,유니레버코리아（주）,KR,549300MKFYEKVRWML317,UNILEVER PLC
549300DIVO0BXH2SBY91,BEVERAGE FINANCIAL CENTRE UNLIMITED COMPANY,IE,UWJKFUJFZ02DKWI3RY53,THE COCA-COLA COMPANY
529900666ZJ61Q61R974,Legato Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900W3X0FP5PHQGK42,Deutsche Bank Contingent Capital Trust IV,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300VVTM0BODUHZQ37,NIKON ESSILOR CO LIMITED,JP,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900AMYBX2GX3HE155,EXTOREL Private Equity Advisers GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299006FEUM0TNPY9T06,"Joint Stock Company ""Deutsche Bank DBU""",UA,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
391200ZZPVWSHS2QE753,Rupp + Hubrach Optik GmbH,DE,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900FMHT3IDMYLAZ66,CALG Anlagen Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300MC7DDO39OJ7F04,UNICREDIT FACTORING S.P.A.,IT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493002DZLHDQ5SJRQ41,FIDEURAM ITALIA,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900NLN09OGDQ8SP33,VCM Treuhand Beteiligungsverwaltung GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900J4FRDOS0H27O39,UCTAM upravljanje d.o.o.,SI,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900VKMC4KQXRCWQ85,Deutsche Bank International Trust Co. Limited,GG,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
747800D0K28ITZ1G2898,Društvo za upravljanje otvorenim investicionim fondom sa javnom ponudom Intesa Invest ad Beograd,RS,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
5299008G1E4GFZR3QL53,Z Leasing IPSILON Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
52990029WD1ZK9LGZ890,"DB Green, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900CYMVBQDMUMAG81,EUROPEAN VALUE ADDED I (ALTERNATE G.P.) LLP,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
335800KLB3BNLTXGOK06,GKB OPTIC TECHNOLOGIES PRIVATE LIMITED,IN,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5299008B6YR6B0NVDR34,"MortgageIT, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299003FJJT3S2632K89,DEUTSCHE (AOTEAROA) CAPITAL HOLDINGS NEW ZEALAND,NZ,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
635400SCBVV58JBVY513,Mediolanum Asset Management Ltd,IE,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
815600DE4E187F69E210,PIANO AZIONI ITALIA,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
21380088NAML2SHD7354,"BAH-OMEGA PÉNZÜGYI SZOLGÁLTATÓ ZÁRTKÖRŰEN MŰKÖDŐ RÉSZVÉNYTÁRSASÁG """"VÉGELSZÁMOLÁS ALATT""""",HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900XFN4E5DO3EOC30,Germanwings GmbH,DE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
529900IAHC7NHDPKB514,UNI CREDIT FACTORING,BG,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900K911JOYFNMOV10,Deutsche Nederland N.V.,NL,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300K3TK9076101D53,DWS Garant - Top Dividende 2018,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900TRRKOG3M46JN80,TRIPLEREASON LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300M7R6X5LJOH0491,"""ESSILOR OPTICAL LABORATORY POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",PL,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300MD5X41UEQSKN80,UNILEVER U.K. HOLDINGS LIMITED,GB,549300MKFYEKVRWML317,UNILEVER PLC
635400F7SMMDVSHMBC67,MEDIOLANUM STRATEGIA GLOBALE MULTI BOND,IT,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
529900NWNZBC49AB6198,LONDON INDUSTRIAL LEASING LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900CY5PNRH6PKLW03,DB Ganymede 2006 L.P.,KY,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300OO89TODXM8FJ80,FABRIS LANE LTD.,GB,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900FIAMEJDQ8C9097,DEUTSCHE BANK LUXEMBOURG S.A.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900D3N8Y9MM5SRE67,Postbank Filialvertrieb AG,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900876IR1IQJD7Y91,REFERENCE CAPITAL INVESTMENTS LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493004QW76FAU0B5N71,HVB CAPITAL LLC III,US,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900EHFBA8MNCV8M81,"OOO ""Deutsche Bank""",RU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900TJTZEIUCN4BN62,"IVAF I Manager, S.à r.l.",LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
635400QXP44PVCL1QZ57,Mediolanum International Funds Limited,IE,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
529900VPPWZDVWS03302,Deutsche Holdings (SA) (Proprietary) Limited,ZA,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300ECJDDLOVWWL932,Banka Intesa Sanpaolo d.d.,SI,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
5493002J445FKF3T3Q63,DWS INVEST - MULTI ASSET MODERATE INCOME,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900T7JM5LU7WW2F55,DB Valoren S.à r.l.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
2138002IYWR6DJRFCR82,AMUNDI FUNDS II - EMERGING MARKETS BOND SHORT-TERM,LU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
52990001O0THU00TYK59,"UNICREDIT BANK SRBIJA A.D., BEOGRAD (STARI GRAD)",RS,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900Q6P4NPT9JGOH02,ALMS Leasing GmbH.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
CZ83K4EEEX8QVCT3B128,"DWS Investment Management Americas, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493003SX1SBIYIFTC71,IPEK OPTIK URUNLERI SANAYI VE TICARET ANONIM SIRKETI,TR,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300LWRLCM6PDOWT06,PAM International Fund Selection Portfolio - Conservative,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900ICFDQRUNSXM915,Wealth Management Capital Holding GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900046FVSVFC80V70,Lufthansa AirPlus Servicekarten GmbH,DE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
529900Z07G6XJU1QOH63,"Deutsche Bank Holdings, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900CYV0ZFIVHSVX42,Deutsche Strategic Investment Holdings Yugen Kaisha,JP,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299001W9PYB6TA79Z28,Deutsche Bank Representative Office Nigeria Limited,NG,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299009FGMTIO194ZU98,DBRMSGP2,KY,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
635400MNLW6ZCQNKAJ81,Junior,LU,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
549300JB1P61FUTPEZ75,"Všeobecná úverová banka, a.s.",SK,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
52990049XYR8QSPL1M94,CALG 443 Grundstückverwaltung GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300P5FQEW7DOYK240,THE MINUTE MAID COMPANY CANADA INC.,CA,UWJKFUJFZ02DKWI3RY53,THE COCA-COLA COMPANY
549300A3K0DM0UWTAQ37,UNICREDIT LEASING CORPORATION IFN SA,RO,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900K9ENYPTKECK071,Deutsche Equities India Private Limited,IN,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900HG10Y7ZW033G21,Cathay Asset Management Company Limited,MU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900UK1NI11U9GYA54,DB IMPACT INVESTMENT (GP) LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900AXUGQC7E2M7N91,Lufthansa Systems GmbH,DE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
549300Y47GPQA88GE404,DEAM CAPITAL PROTECT 2014,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900AWZSNTMVWDBE17,DEUTSCHE HOLDINGS NO.4 LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
815600DEDFA352D00E75,SOMKID IMMOBILIARE S.R.L.,IT,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
315700J8XIW0OKXNC270,"Diners Club CS, s.r.o.",SK,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
52990052Q1R965JND538,Azurix Corp.,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900VE4DGRT7DYCV17,DB Nominees (Jersey) Limited,JE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300UBIO330OYX3Y53,MYOPTIQUE GROUP LTD,GB,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
52990064A4W4C6COCM83,Bank Austria Leasing MEDEA Immobilien Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
213800U2NC79HDGLZN36,COSTA LIMITED,GB,UWJKFUJFZ02DKWI3RY53,THE COCA-COLA COMPANY
549300GSRCQZCOFL8672,UNILEVER MAGYARORSZÁG KFT.,HU,549300MKFYEKVRWML317,UNILEVER PLC
81560001A6084D9ACA86,TARGET BOND 2028,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
52990052XWX10DKD6820,DB Credit Investments S.àr.l.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
9KVDYMLZGG8ZN3RMPY41,MEDIOLANUM GESTIONE FONDI - SOCIETA' DI GESTIONE DEL RISPARMIO PER AZIONI O IN FORMA ABBREVIATA MEDIOLANUM GESTIONE FONDI SGR P.A.,IT,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
254900NMY5MOED23VJ58,DWS Institutional SICAV,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300FCWICHOEZ1NI68,FIDEURAM MASTER SELECTION EQUITY GLOBAL,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300YFIUT5OCACTD23,DeAM-Fonds Sec Corp,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900OT13W2RD3VUT30,Deutsche Postbank Funding Trust I,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300MXFSNRJMYFLM46,"Line Global, LLC",US,549300Y7VHGU0I7CE873,"NETFLIX, INC."
529900UCQCQZKSK22F41,DB (Barbados) SRL,BB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900FIASFWYG4LDJ94,Alex. Brown Investments Incorporated,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900KDBN16PCQCI732,UniCredit AURORA Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299008YCNQ2ZCL7NQ13,WealthCap Investment Services GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
254900WMVIZ77ZGIMS83,db PBC SICAV,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493007IW5N37IKRPM32,HINDUSTAN UNILEVER LIMITED,IN,549300MKFYEKVRWML317,UNILEVER PLC
5493009N0J5CNP5J5347,Cristal Y Plastico de Mexico S.A de C.V.,MX,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5299000CUYVLZQNV7822,WEALTHCAP PORTLAND PARK SQUARE L.P.,US,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300I0GSVZLESF0374,"UNILEVER PHILIPPINES, INC.",PH,549300MKFYEKVRWML317,UNILEVER PLC
5493004QI6E3PJNCEB09,APPLE CHILE COMERCIAL LIMITADA,CL,HWUPKR0MPOU8FGXBT394,Apple Inc.
254900BJQU6FV8FPQ152,db PrivatMandat Comfort SICAV,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900SON3O699CD4728,Euroventures-Austria-CA-Management Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300711LWQZIF20Y32,UNILEVER-COTE D'IVOIRE,CI,549300MKFYEKVRWML317,UNILEVER PLC
8156002787EC1CD8C660,INTESA SANPAOLO INSURANCE AGENCY SOCIETA' PER AZIONI IN BREVE INTESA SANPAOLO INSURANCE AGENCY S.P.A.,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900SWPDY3ZOZ2RU29,DBOI GLOBAL SERVICES (UK) LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900Y6XDJVFIL8X091,Deutsche Bank Contingent Capital LLC IV,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299006REQ8XX4M6LQ29,CITY LEASING LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
097900BFB40000007898,"UniCredit Leasing Insurance Services, s. r. o.",SK,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299003VIYC2WWC2MC88,DB Intermezzo LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
8156004EEAF599C9DB95,BAP PENSIONE 2007 FONDO PENSIONE APERTO,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900WYFA4QVEYXU932,DEUTSCHE GROUP SERVICES PTY LIMITED,AU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300OPF00Q4W8XUQ95,REYL SINGAPORE HOLDING PTE. LTD.,SG,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900D4ER03Z4NCGT13,VCJ Lease S.à r.l.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300OVO8MRA4KTCJ44,UNICREDIT CAPITAL MARKETS LLC,US,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900AJVHJLY2I8FE09,Deutsche Holdings (Grand Duchy),LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493000A1VODC8HM2X72,DEAM-FONDS ARBM,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300UJWEUFNYXPJ620,APPLE COMPUTER BRASIL LTDA.,BR,HWUPKR0MPOU8FGXBT394,Apple Inc.
213800J6H2IQOAMK1255,UNICREDIT-LEASING LUNA INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900CIANKPEMBOSI18,Grundstücksverwaltung Linz-Mitte GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900FBJKI4DP1JRG14,Postbank Leasing GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493004P365T6WOJNR46,VISION EXPRESS (UK) LIMITED,GB,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900O5U0HI73M27T05,DB Services (Jersey) Limited,JE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300FOQJLKUZUYXS78,FIDEURAM ALTERNATIVE INVESTMENTS - PRIVATE MARKETS INSIGHT FUND,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900396G5HWCV38G39,DB International (Asia) Limited,SG,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900RBBY9KAI62TL24,DEUTSCHE AUSTRALIA LIMITED,AU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900FOYH83DWA1VI77,BAL HYPNOS Immobilien Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900X8EH8ZJQ099P39,"WEALTHCAP LOS GATOS 131 ALBRIGHT WAY, L.P.",US,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300YSMMVVNUR1M834,CÔNG TY TNHH QUỐC TẾ UNILEVER VIỆT NAM,VN,549300MKFYEKVRWML317,UNILEVER PLC
5493002XSNOUUFLKXK27,ESSILOR GROUP CANADA INC.,CA,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300IO7A3COKZLY481,ESSILOR AMERA PTE. LTD.,SG,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
815600C2B72391A68F89,IW PRIVATE INVESTMENTS SOCIETA' DI INTERMEDIAZIONE MOBILIARE S.P.A.,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
5493001JK5LQMHN8SL14,MAVIBEL (MAATSCHAPPIJ VOOR INTERNATIONALE BELEGGINGEN) B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
